"","cell","trait","Prop._SNPs","Prop._h2","Prop._h2_std_error","Enrichment","Enrichment_std_error","Enrichment_p","Coefficient","Coefficient_std_error","Coefficient_z.score","p_zcore","FDR"
"16","Pattern_11","LDL Cholesterol",0.214497226949887,0.380103757677887,0.0464567982460089,1.77206839959144,0.216584610004598,0.000311103243366041,-4.3424857129688e-10,4.26073989908195e-09,-0.101918582589481,0.918821299994651,0.970739011579282
"17","Pattern_11","Systemic Lupus Erythematosus",0.214497226949887,0.364938152905957,0.0452295879996464,1.70136536539569,0.210863276149549,3.10157274489371e-05,-9.15529753153285e-09,1.71360009321297e-08,-0.534272702703164,0.593152875281277,0.818550967888162
"18","Pattern_11","Multiple Sclerosis",0.214497226949887,0.796245805811509,0.285539542247899,3.71214964936371,1.3312038869137,1.90914891043999e-06,-1.65454701327693e-10,9.77483820248305e-09,-0.016926592328215,0.986495178194079,0.994214232796536
"19","Pattern_11","Neuroticism",0.214497226949887,0.214794163148606,0.0144276728072525,1.00138433583941,0.0672627474602424,0.983592579968444,1.17977170353501e-09,1.51484417920017e-09,0.778807298951316,0.436093237495879,0.72757524597758
"20","Pattern_11","Primary Biliary Cirrhosis",0.214497226949887,0.365558834909993,0.0423339865264604,1.70425902520129,0.197363794061314,0.000128542562409957,-4.40366423441696e-09,1.76402606306475e-08,-0.2496371412317,0.802867973189395,0.931056977312071
"21","Pattern_11","Rheumatoid Arthritis",0.214497226949887,0.30087676335596,0.0364488025899821,1.40270700761206,0.169926684406497,0.0173053743805028,-4.0076045614279e-09,6.82827106789833e-09,-0.586913513183272,0.557261793694645,0.801063828436052
"22","Pattern_11","Schizophrenia",0.214497226949887,0.267093719727033,0.0118592667154744,1.24520826457787,0.0552886714859261,8.80351106559119e-06,1.33298632026682e-08,5.81761713391467e-09,2.29129261961221,0.0219464951822467,0.192496966995976
"23","Pattern_11","Subjective Well-Being",0.214497226949887,0.22031135152483,0.0402743663935042,1.02710582629724,0.187761711264051,0.885260230586872,-1.35468696039176e-09,1.11124732878051e-09,-1.21906881151148,0.222818076247629,0.556181554664623
"24","Pattern_11","Triglycerides",0.214497226949887,0.27882739851433,0.028335523955027,1.29991143698782,0.132102052590391,0.0210330693367667,-7.85689715730128e-09,3.84848756263313e-09,-2.04155451445076,0.0411957411220216,0.263543615389887
"25","Pattern_11","Type 1 Diabetes",0.214497226949887,0.446551227159519,0.104156061818759,2.08185081695181,0.485582323370051,0.00327041507549434,-4.18389239464647e-09,9.7727398080959e-09,-0.428118672634717,0.668564722781304,0.866309218251831
"26","Pattern_11","Type 2 Diabetes",0.214497226949887,0.240026975635159,0.0384834361842386,1.11902134609524,0.17941227833789,0.506558318506826,-5.62303556828891e-09,3.89793516367039e-09,-1.44256775245952,0.149142272945085,0.463729722160356
"27","Pattern_11","Ulcerative Colitis",0.214497226949887,0.298957305747391,0.0335950798711941,1.39375837160467,0.156622443790581,0.0175023079591729,-1.73123950224417e-08,9.61705366973825e-09,-1.8001766047036,0.0718327567192248,0.348695693420961
"28","Pattern_11","Years of Education (EduYears)",0.214497226949887,0.274062958551643,0.0230712782568635,1.27769930851215,0.107559797322012,0.0117438822573513,3.80430306242173e-09,1.98759574589468e-09,1.91402254219924,0.0556172754981258,0.307053716522915
"29","Pattern_11","Years of Education (College)",0.214497226949887,0.242707149445512,0.0100822409826105,1.13151649043097,0.0470040621316097,0.00545648654704096,1.63014011704415e-09,1.19602634266602e-09,1.36296338875819,0.172894049286953,0.49707039169999
"30","Pattern_11","Savage cognition-intelligence",0.214497226949887,0.251667933945486,0.013279899017745,1.17329224962094,0.061911751525103,0.00568596227033932,2.62044315965213e-09,2.48376110931685e-09,1.05503027236499,0.29141147986637,0.618509266047698
"31","Pattern_11","Tissink 2022 - Cerebellar Volume",0.214497226949887,0.342602102108599,0.0264274709482661,1.59723324623046,0.123206585577167,6.83375892847824e-07,2.11850884576573e-08,1.08308417202857e-08,1.95599649637374,0.0504655668356582,0.291484885228339
