,Pattern_1,Pattern_2,Pattern_3,Pattern_4,Pattern_5,Pattern_6,Pattern_7,Pattern_8,Pattern_9,Pattern_10,Pattern_11,Pattern_12,Pattern_13,Pattern_14,Pattern_15,Pattern_16,Pattern_17,Pattern_18,Pattern_19,Pattern_20,Pattern_21,Pattern_22,Pattern_23,Pattern_24,Pattern_25,Pattern_26,Pattern_27,Pattern_28
CALML6,0.001206294,0.002812933,0.000708626,0.000696642,0.020401962,0.002119227,0.000427445,0.008319236,0.004654598,0.001274663,0.001042807,0.003654266,0.002710747,0.004649797,0.0005652,0.000598456,0.000701996,0.000921825,0.001861363,0.006826887,0.00070174,9.17E-05,0.000699385,0.000737837,0.006801313,0.001275397,6.66E-05,0.00052344
TMEM52,0.001665747,0.003587654,0.002164474,0.009174511,0.083388403,0.007163317,0.000292496,0.006170277,0.002053446,0.001206883,0.002800733,0.023684537,0.001224982,0.003690863,0.004002898,0.00072639,0.000549522,0.001831037,0.000567817,0.025649648,0.001322566,0.000105399,0.011810936,0.002267179,0.032789726,0.004798604,0.000202148,0.000516983
CFAP74,0.000660181,0.002253839,0.001169489,0.000507818,0.004300289,0.001011375,0.000270852,0.001536893,0.016796999,0.000856039,0.000448087,0.013337526,0.000614523,0.000353187,0.000329365,0.000336599,0.000124592,0.000727698,0.000868272,0.001114993,0.001433537,5.83E-05,0.000265095,0.0161725,0.01267863,0.000541916,8.40E-05,0.000462387
AL391845.2,0.000526825,0.000728856,0.003011712,0.000304251,0.00072507,0.001586786,9.61E-05,0.00519558,0.007704177,0.000409042,5.25E-05,0.001162777,0.050781593,0.022771591,4.81E-05,2.26E-05,0.022799816,0.000928915,6.37E-05,0.128909618,9.89E-05,1.85E-05,3.91E-05,0.002805447,0.633886993,4.43E-05,1.37E-05,0.000110072
GABRD,0.558699489,0.003018501,0.116428547,2.80E-06,0.001177753,0.008803862,0.044902615,0.012400907,0.693979204,0.248791486,1.06E-05,0.005128599,0.673751056,0.019164806,5.82E-07,2.35E-06,0.5811342,0.228120297,0.002035468,1.206678629,0.077035069,0.00111304,1.63E-06,0.144837871,3.013240814,7.16E-06,5.91E-06,0.041837085
AL391845.1,0.000243427,0.000451272,0.000305764,0.00032161,0.000740126,0.000265271,0.000215214,0.000694928,0.000340757,0.000238602,0.000239322,0.000461705,0.00032037,0.000146896,0.000236642,0.000174375,8.40E-05,0.000235852,0.000271749,0.000302765,0.000249926,4.18E-05,0.000270879,0.000212922,0.00046805,0.000245976,3.78E-05,0.000114593
PRKCZ,0.28427577,0.320022881,0.36299026,0.24586238,0.695542037,0.218093321,0.460876346,0.07261163,0.792831779,0.144788861,0.044384293,0.132943422,0.247595042,0.50919807,0.2586146,0.372171223,0.547856688,0.297348619,0.155159071,0.291060686,0.15147686,0.230549037,0.094799705,0.142078415,1.871098399,0.279203862,0.019716322,0.243143052
AL590822.2,0.000268449,0.000447611,0.000320364,0.000374922,0.000932716,0.000276598,0.000201505,0.000709074,0.000326989,0.000235008,0.000290103,0.000518721,0.000315504,0.00014747,0.000258304,0.000159476,7.96E-05,0.000240053,0.000262433,0.000266983,0.00024296,3.91E-05,0.000276157,0.00021308,0.000423184,0.000264237,3.86E-05,0.000115932
PRKCZ-AS1,0.021233885,0.012213728,0.016648335,0.040622298,0.083018146,0.020535989,0.000449098,0.008731221,0.005248753,0.00051421,0.010033454,0.0861497,0.003723281,0.01669693,0.027518148,0.05323682,0.001461282,0.008593397,0.011747644,0.001964322,0.015604775,0.001700722,0.078288667,0.00994334,0.022371523,0.054244727,4.18E-05,0.001144486
FAAP20,0.150162309,0.276221722,0.305276722,0.281306356,0.633148074,0.131832704,0.164962888,0.370408803,0.305398822,0.070199087,0.134688631,0.454693437,0.242761746,0.190801501,0.13703534,0.351115078,0.088414855,0.29740867,0.172865137,0.172560692,0.672555864,0.059343353,0.169041947,0.29481113,0.456841201,0.246238738,0.056597013,0.167297363
AL590822.1,0.000267348,0.000414989,0.000317958,0.000299676,0.000780594,0.000251546,0.00020926,0.001072566,0.000332645,0.000246888,0.000232743,0.000469114,0.000327935,0.000139155,0.000254066,0.000159487,8.19E-05,0.000233158,0.000258335,0.000258038,0.000249375,4.28E-05,0.000292035,0.00022028,0.000402254,0.000254996,3.97E-05,0.000118326
SKI,0.139070511,0.049845275,0.024631163,0.293508977,1.064875603,0.295543969,0.167011976,0.361631304,0.129497886,0.236896351,0.083398551,0.246240184,0.324065626,0.229143471,0.011451459,0.137711167,0.620422661,0.673821688,0.283813208,0.111024648,0.157950848,0.2334304,0.494193971,0.188142881,1.379940391,0.316744387,0.049209256,0.071107626
AL590822.3,0.00095206,0.002711003,0.001254114,0.001409658,0.024622813,0.011540785,0.000500641,0.005140186,0.001901864,0.000360635,0.000872682,0.012131692,0.003985523,0.006386961,0.001239151,0.000634112,0.004934226,0.004724347,0.004970397,0.008582635,0.000538108,0.000363794,0.000490555,0.001432383,0.000791774,0.000944561,6.55E-05,0.000216224
MORN1,0.041713756,0.021313336,0.024837518,0.018777559,0.03090826,0.055616312,0.001270175,0.029516403,0.06118416,0.002734968,0.007999815,0.079802848,0.003062394,0.058248784,0.003926749,0.000895305,0.015052464,0.027336145,0.002464209,0.04939444,0.044212367,0.001320571,0.038107302,0.022544015,0.341608226,0.032800149,0.000532445,0.004612338
AL589739.1,0.00321381,0.002643188,0.001799126,0.000444075,0.004954441,0.003036395,0.000395017,0.001602277,0.000886887,0.000541696,0.001130719,0.002058708,0.00122249,0.003080142,0.000646813,0.000363218,0.000477977,0.001635323,0.000628155,0.001834606,0.000797996,0.000172684,0.001005779,0.001108226,0.069432937,0.001911466,8.67E-05,0.000298818
AL513477.2,0.088240713,0.025020903,0.016797064,0.031688269,0.10669522,0.067574233,0.002177383,0.014306045,0.051732372,0.005260219,0.007268433,0.068127282,0.075105228,0.078704342,0.011550786,0.010068539,0.060870446,0.0153072,0.00909439,0.031031586,0.010965781,0.006123905,0.002854263,0.01930354,0.431230009,0.00531517,0.000126921,0.000289804
RER1,0.212098166,0.213793814,0.274112016,0.352912545,0.482744694,0.134564519,0.253245652,0.487469494,0.636909127,0.090253748,0.127586976,0.379317999,0.243017092,0.409673393,0.160920322,0.237236127,0.175780222,0.233619899,0.253764033,0.329249591,0.505069673,0.115776703,0.439047307,0.300856143,0.673552632,0.295627147,0.05180043,0.111158185
PEX10,0.026669526,0.143038496,0.16554828,0.088023283,0.328859568,0.057037152,0.119081557,0.09118408,0.216723546,0.015664518,0.134754017,0.448127866,0.070081696,0.038635973,0.0850835,0.071855851,0.008415755,0.067235939,0.0364144,0.121321253,0.134147808,0.002679638,0.199928448,0.29828465,0.033296615,0.079778843,0.000742782,0.04299916
PLCH2,0.377992809,0.02684694,0.001612176,3.73E-06,0.688703358,0.200791255,0.108118869,0.149395466,0.201438293,0.016898625,0.000679173,6.45E-05,0.410423636,0.660577416,0.254291266,2.94E-06,1.296996713,0.276061028,0.064669356,0.477833599,1.18606782,0.103250973,3.80E-06,0.038679264,0.870594263,0.711154819,0.008973911,0.122733526
AL139246.1,0.000564588,0.000633408,0.000644326,0.000341837,0.00088519,0.000577049,0.000261916,0.001212934,0.000447729,0.000263164,0.000482647,0.000702968,0.001713312,0.001016603,0.000481234,0.000468107,0.000314023,0.000782274,0.000620358,0.000475208,0.000399935,8.96E-05,0.000366006,0.000314139,0.000492358,0.000461296,6.07E-05,0.000167926
AL139246.4,0.000265936,0.000409438,0.000316431,0.000307921,0.000720894,0.000249565,0.000202023,0.000681509,0.000351447,0.000242594,0.00024613,0.000485133,0.000314115,0.000142012,0.00023339,0.000156382,7.91E-05,0.000241414,0.000252929,0.0002528,0.000230425,3.99E-05,0.000267788,0.000205762,0.000432609,0.000249076,4.05E-05,0.000115383
PANK4,0.409256339,0.178807378,0.014057651,0.062448874,0.346268326,0.130139589,0.02590264,0.065687262,0.293094337,0.005565393,0.022965981,0.13726224,0.126004234,0.343817085,0.070217364,0.077409871,0.146890983,0.069457494,0.17970483,0.153369009,0.029894166,0.043964352,0.061398648,0.059759777,0.274513185,0.093562849,0.0031794,0.029027577
HES5,0.001427312,0.049083591,0.096964605,1.174480081,0.700194478,4.65E-06,7.70E-07,1.21E-05,0.604382753,6.95E-07,3.89E-07,0.887708068,0.290936649,0.000306142,0.24321714,1.76E-06,0.005036164,0.200852528,0.020292467,4.28E-06,1.60E-05,0.005802305,2.68E-07,0.999878705,3.94E-06,1.03E-06,2.39E-08,0.055341784
AL139246.5,0.056746647,0.014643009,0.009898633,0.01441265,0.105666414,0.000372974,0.000376683,0.005528848,0.069271035,0.000140004,0.000231895,0.126874655,0.051125508,0.103536561,0.001516173,0.007836474,0.024116313,0.01472613,0.007077502,0.004014948,4.29E-05,0.001554274,1.41E-05,0.039548419,0.000944563,2.55E-05,2.16E-05,0.000309645
TNFRSF14-AS1,0.000367133,0.000796165,0.000678803,0.000694958,0.001319595,0.000943917,0.000574829,0.009267468,0.001788791,0.00058852,0.000598765,0.001540046,0.000722753,0.000329267,0.001052771,0.000328031,0.000172478,0.000411712,0.000521744,0.000934756,0.000458014,7.71E-05,0.001185697,0.000626907,0.00065285,0.00045498,6.93E-05,0.000208765
TNFRSF14,0.002702301,0.01867054,0.007037984,0.00874864,0.04955614,0.00951652,0.000328639,0.631408513,0.031275474,0.034392353,0.000873318,0.135889515,0.030847214,0.025240604,0.003754882,0.006728231,0.00013712,0.024851333,0.011753337,0.015873997,0.010085495,0.000529264,0.062289614,0.100664675,0.099233314,0.006751194,0.000501062,0.003492943
AL139246.3,0.000423602,0.000552935,0.000395082,0.000372241,0.001158407,0.00041298,0.000310747,0.001696921,0.0003872,0.000381255,0.000381221,0.000834541,0.000504787,0.000246679,0.000452782,0.000223722,0.000120593,0.000673183,0.000339342,0.000342744,0.000296837,5.10E-05,0.00034435,0.000316264,0.002113879,0.000343694,4.62E-05,0.000146395
PRXL2B,0.078074269,0.222429976,0.068623714,0.123660341,0.719684124,0.11365433,0.043955289,0.245841771,0.321837664,0.02519135,0.042665057,0.43143037,0.061654355,0.108409047,0.013806136,0.029136483,0.040240545,0.177961171,0.045237675,0.095983483,0.07897184,0.017100133,0.02656959,0.201391652,0.268856227,0.189314157,0.00768431,0.030643756
MMEL1,0.000377506,0.002446367,0.000793098,0.000774762,0.026907874,0.000708975,0.000228007,0.001963071,0.000695487,0.000425687,0.000528098,0.001789437,0.00051583,0.000294657,0.000559527,0.000278933,0.000115752,0.000651313,0.000409926,0.000495628,0.000410996,6.51E-05,0.000529606,0.000929474,0.001216142,0.000514084,6.41E-05,0.000192263
AL831784.1,0.000283326,0.040122651,0.000654498,0.000372317,0.001317013,0.0024963,0.000237478,0.001147739,0.005137795,0.000354329,0.000366008,0.001052721,0.004201574,0.0002553,0.00047396,0.000328306,0.000166544,0.000443195,0.000627053,0.001727215,0.000367314,7.77E-05,0.000309878,0.002925437,0.000425446,0.000319369,6.02E-05,0.004040541
TTC34,0.000778834,0.006230844,0.004066873,0.008625185,0.053753749,0.012258714,0.000420469,0.014833625,0.002230692,0.00057773,0.000794246,0.022262875,0.002822869,0.018610645,0.000199795,0.007428033,0.003238605,0.012018766,0.000723117,0.017636552,0.002073776,0.000848552,0.002325586,0.000855957,0.007688289,0.003035072,0.000206653,0.000934313
AC242022.2,0.000261186,0.000406554,0.000287401,0.000370353,0.001031417,0.000272402,0.000196852,0.00066477,0.000336541,0.000234685,0.000231432,0.000490294,0.000300191,0.000143772,0.000224706,0.000151588,7.92E-05,0.000235503,0.000276527,0.000270336,0.000246713,4.26E-05,0.000269584,0.000212077,0.000483037,0.00026128,4.15E-05,0.000121457
ACTRT2,0.000243595,0.000396767,0.000305637,0.000304408,0.000710466,0.000252296,0.000208482,0.000678512,0.000319346,0.000237916,0.000228602,0.000453123,0.000326232,0.000142089,0.000233599,0.00014873,8.10E-05,0.000233429,0.000266509,0.000259962,0.000239743,4.40E-05,0.000259671,0.000203425,0.000401383,0.000224234,3.87E-05,0.000113641
PRDM16-DT,0.003088473,0.007650948,0.005549931,0.000718884,0.001119667,0.002419005,0.028788684,0.012797952,0.000532764,0.000395431,0.018359086,0.003267517,0.001997269,0.001887728,0.001107406,0.001253488,0.000966647,0.000816579,0.001301554,0.001590753,0.000449451,0.000630769,0.000613162,0.001266817,0.000535654,0.000522188,6.90E-05,0.000222876
PRDM16,0.000617447,0.000666631,0.00187338,0.001899522,0.00124131,0.000568105,0.018913347,0.012783267,0.000637297,0.000789722,0.004199435,0.001231202,0.00055231,0.000407148,0.000326186,0.000286691,0.000134888,0.000682617,0.000449011,0.000743373,0.00055766,7.41E-05,0.001640713,0.000310217,0.001297713,0.000462894,7.81E-05,0.000183399
AL354743.1,0.000245068,0.000380721,0.000296393,0.000301869,0.000744721,0.000256747,0.00021284,0.000685009,0.000330961,0.00024637,0.000247594,0.000466613,0.000323666,0.000129761,0.00024665,0.000168078,7.87E-05,0.000228121,0.000264968,0.000257059,0.000252112,3.71E-05,0.000271176,0.000208285,0.00041761,0.000234439,3.88E-05,0.000118453
ARHGEF16,0.003280374,0.02040316,0.00226482,0.000798728,0.021935644,0.002905677,0.013542529,0.022571351,0.00124347,0.002133726,0.001450689,0.009611264,0.002916178,0.003300008,0.000472508,0.000547819,0.000952705,0.000981789,0.002353577,0.004383706,0.000407247,0.000211503,0.000786375,0.001926623,0.003811069,0.000332757,7.60E-05,0.002049735
AL512413.1,0.000277064,0.000547929,0.00033835,0.000329856,0.000863885,0.00030281,0.000224668,0.001229727,0.000381928,0.000273131,0.000291454,0.000582681,0.000375197,0.000172811,0.00025292,0.000185432,9.38E-05,0.000262143,0.000358417,0.000292327,0.000266621,4.38E-05,0.000320467,0.000237914,0.000561543,0.00026012,4.34E-05,0.000127743
MEGF6,0.005943829,0.020053815,0.012204862,0.169139028,0.16250959,0.006820535,0.005228476,0.238883108,0.0231144,0.000183895,0.000778746,0.388385087,0.042901851,0.025805328,0.0054821,0.001290751,0.000991036,0.004301667,0.007585908,0.004025783,0.005397898,0.000513685,0.052802749,0.077010982,0.023582179,0.005338253,1.64E-05,0.000567262
AL513320.1,0.000325526,0.000455188,0.00036434,0.000390626,0.003567751,0.00033203,0.000204975,0.000754718,0.000388191,0.000275188,0.000287301,0.000726335,0.000363886,0.000181899,0.000248158,0.000180344,9.47E-05,0.000280408,0.000274509,0.000289535,0.000287718,4.52E-05,0.000335969,0.000243697,0.000424916,0.000334137,4.18E-05,0.000119452
TPRG1L,0.176442221,0.38044855,0.181013405,0.018199438,0.151893228,0.105221972,0.03347427,0.19279553,1.055323958,0.062567808,0.050773803,0.104771748,0.185039058,0.127989724,0.140466779,0.0537147,0.183468938,0.058431342,0.265905321,0.339942962,0.064761013,0.030710405,0.151046872,0.06612061,0.711841404,0.05524214,0.01789392,0.129641369
WRAP73,0.141920105,0.08315175,0.118581198,0.091251224,0.295532227,0.105925612,0.021676261,0.108158924,0.158579141,0.01034638,0.051243745,0.230645478,0.204367206,0.33512193,0.017394423,0.065987758,0.131282121,0.024728332,0.211360574,0.188953489,0.272478312,0.057257123,0.050282191,0.089253187,0.160673484,0.134577572,0.013876187,0.026707653
TP73,0.002246943,0.004160814,0.000803918,0.000216418,0.012903464,0.000557411,0.000106001,0.001385058,0.000464719,0.000331689,0.000360138,0.000565087,0.162401721,0.01311765,6.43E-05,3.09E-05,0.018270772,0.001543188,0.0038182,0.009409592,0.125241593,1.58E-05,7.99E-05,0.0012842,0.287130207,0.013476703,2.82E-05,9.91E-05
AL136528.1,0.000244907,0.00042353,0.000313906,0.000332968,0.000795537,0.000281033,0.000192705,0.000650949,0.000350374,0.00024042,0.000236532,0.000450415,0.000315325,0.000149111,0.000221343,0.000156078,8.68E-05,0.000234191,0.000270058,0.000287617,0.000249513,3.84E-05,0.000263887,0.000209183,0.0003951,0.000254876,4.29E-05,0.000118711
AL136528.2,0.000247911,0.000397154,0.000301952,0.000293555,0.000676204,0.000252756,0.000200013,0.000639248,0.000340186,0.000227536,0.000234385,0.000457305,0.000317608,0.000136828,0.000221779,0.000156052,7.89E-05,0.000230465,0.000257004,0.000263222,0.000234261,3.86E-05,0.000258302,0.00022778,0.000401731,0.000249731,3.51E-05,0.000122083
CCDC27,0.000299781,0.000587023,0.000436307,0.000319297,0.001868501,0.000467124,0.000255659,0.000906124,0.001274919,0.000264528,0.000326319,0.000696187,0.000446896,0.000232449,0.000408365,0.000210737,0.000124121,0.000394328,0.000432501,0.000447268,0.0002942,5.69E-05,0.00028587,0.000351015,0.000447752,0.000282003,4.82E-05,0.000190393
SMIM1,0.000487354,0.032811407,0.002628321,0.010971068,0.007849456,0.003502478,0.003143231,0.015306628,0.005702408,0.002617889,0.003189271,0.014611442,0.003689149,0.001242335,0.007176195,0.000857666,0.000393645,0.000623086,0.000730555,0.00631394,0.000551843,0.000139551,0.011381315,0.002581936,0.005849763,0.000682815,0.000140433,0.000753858
LRRC47,0.112061098,0.191456765,0.246321484,0.454909056,0.541529238,0.173513174,0.106601007,0.197165221,0.464185864,0.025975218,0.123319678,0.230261847,0.367464751,0.251808912,0.235861585,0.363179684,0.401248187,0.238259941,0.440461516,0.344171911,0.376330376,0.155260623,0.251835793,0.21207568,0.624386549,0.287930429,0.063378602,0.068400823
AL365330.1,0.000339026,0.007729339,0.000483486,0.001421216,0.002386009,0.001082632,0.000351401,0.001073346,0.000477917,0.00056123,0.000431112,0.006869228,0.000707773,0.000304199,0.000467266,0.000248511,0.000118438,0.000480616,0.000418887,0.000380335,0.000331901,6.36E-05,0.000383167,0.000386964,0.001921853,0.000416412,5.59E-05,0.000208191
CEP104,0.186175123,0.125850827,0.09087009,0.137980267,0.324317068,0.066539735,0.092777796,0.158040643,0.255496949,0.037726924,0.048385683,0.210995853,0.075737342,0.196520492,0.029384149,0.098479837,0.104731753,0.046958543,0.150948614,0.095280677,0.080765866,0.025282839,0.104594029,0.072389409,0.259021759,0.178733304,0.010930589,0.023131628
DFFB,0.024359707,0.046655543,0.043854591,0.014405807,0.119248472,0.07466504,0.005476126,0.057713792,0.031138612,0.00403758,0.016946904,0.0554469,0.05158563,0.170971394,0.046432003,0.02737477,0.035642143,0.012280847,0.062422212,0.060947899,0.036191277,0.00895947,0.073015332,0.010196574,0.177317917,0.047107093,0.003155326,0.004386741
C1orf174,0.130615517,0.121888272,0.032356102,0.20912388,0.310801983,0.082682364,0.027746323,0.138967231,0.118019238,0.016911877,0.030938145,0.132699266,0.084413566,0.096363015,0.036616601,0.052321788,0.067636155,0.03040427,0.080539174,0.098565854,0.221549571,0.01379256,0.141579613,0.0563474,0.152077839,0.149586082,0.01043106,0.021285826
LINC01134,0.000381898,0.00070305,0.000416473,0.000378221,0.001244616,0.000392049,0.000353586,0.000942108,0.00088662,0.000282314,0.000305057,0.000985167,0.000395898,0.000199648,0.00037565,0.000197927,9.93E-05,0.00036026,0.000428201,0.000354229,0.000282783,5.28E-05,0.000321443,0.00034272,0.000470574,0.000284062,4.74E-05,0.000187173
LINC01346,0.000358613,0.000582073,0.000409169,0.000313459,0.00079921,0.000348817,0.000264413,0.000770037,0.000562929,0.000259961,0.00036773,0.000779472,0.000334212,0.000174672,0.000398842,0.000206206,0.000102592,0.000320452,0.000358682,0.000337048,0.000270312,5.29E-05,0.000304294,0.000319794,0.000430533,0.000284699,4.52E-05,0.000155217
LINC01345,0.000227705,0.000391352,0.000291111,0.000292527,0.000735802,0.000250108,0.000198264,0.000617281,0.000335539,0.000226172,0.00023118,0.000471463,0.000295321,0.000132702,0.000212905,0.00015502,8.00E-05,0.000233037,0.000258738,0.000242091,0.000233063,4.00E-05,0.000271224,0.000215191,0.000401613,0.00023622,4.05E-05,0.000117784
